List of genes that are upregulated in the fat body from 50-day-old wild-type flies ,,,,,,,,,
Chromtin name,Start site,End site,Strand,Symbol,logFC,PValue,FDR,Upregulation,Downregulation
chrUextra,8753394,9187416,+,His2B:CG33908,3.262634121,1.67E-21,7.03E-20,TRUE,FALSE
chrUextra,9266655,9403271,+,His3:CG33803,2.013054897,3.08E-05,0.000244304,TRUE,FALSE
chrUextra,9266655,9403271,+,His3:CG33806,2.013054897,3.08E-05,0.000244304,TRUE,FALSE
chrUextra,9266655,9403271,+,His3:CG33809,2.013054897,3.08E-05,0.000244304,TRUE,FALSE
chrUextra,9266655,9403271,+,His3:CG33812,2.013054897,3.08E-05,0.000244304,TRUE,FALSE
chrUextra,9266655,9403271,+,His3:CG33815,2.013054897,3.08E-05,0.000244304,TRUE,FALSE
chrUextra,9266655,9403271,+,His3:CG33818,1.818616842,0.001415067,0.007612988,TRUE,FALSE
chrUextra,9266655,9403271,+,His3:CG33821,1.818616842,0.001415067,0.007612988,TRUE,FALSE
chrUextra,9266655,9403271,+,His3:CG33824,1.818616842,0.001415067,0.007612988,TRUE,FALSE
chrUextra,9266655,9403271,+,His3:CG33827,1.818616842,0.001415067,0.007612988,TRUE,FALSE
chrUextra,9266655,9403271,+,His3:CG33830,1.818616842,0.001415067,0.007612988,TRUE,FALSE
chrUextra,9266655,9403271,+,His3:CG33833,2.013054897,3.08E-05,0.000244304,TRUE,FALSE
chrUextra,9266655,9403271,+,His3:CG33836,2.013054897,3.08E-05,0.000244304,TRUE,FALSE
chrUextra,9266655,9403271,+,His3:CG33839,2.013054897,3.08E-05,0.000244304,TRUE,FALSE
chrUextra,9266655,9403271,+,His3:CG33842,2.013054897,3.08E-05,0.000244304,TRUE,FALSE
chrUextra,9266655,9403271,+,His3:CG33845,2.013054897,3.08E-05,0.000244304,TRUE,FALSE
chrUextra,9266655,9403271,+,His3:CG33848,2.013054897,3.08E-05,0.000244304,TRUE,FALSE
chrUextra,9266655,9403271,+,His3:CG33851,2.013054897,3.08E-05,0.000244304,TRUE,FALSE
chrUextra,9266655,9403271,+,His3:CG33854,2.013054897,3.08E-05,0.000244304,TRUE,FALSE
chrUextra,9266655,9403271,+,His3:CG33857,2.013054897,3.08E-05,0.000244304,TRUE,FALSE
chrUextra,9266655,9403271,+,His3:CG33860,2.013054897,3.08E-05,0.000244304,TRUE,FALSE
chrUextra,9266655,9403271,+,His3:CG33863,2.013054897,3.08E-05,0.000244304,TRUE,FALSE
chrUextra,9266655,9403271,+,His3:CG33866,2.013054897,3.08E-05,0.000244304,TRUE,FALSE
chrUextra,9266655,9403271,+,His3:CG31613,2.013054897,3.08E-05,0.000244304,TRUE,FALSE
chrUextra,10770446,10801228,+,His2B:CG17949,3.29020451,4.72E-20,1.83E-18,TRUE,FALSE
chrUextra,10798902,11720206,+,His1:CG33804,2.097427306,3.31E-11,6.37E-10,TRUE,FALSE
chrUextra,10798902,11720206,+,His1:CG33837,2.097427306,3.31E-11,6.37E-10,TRUE,FALSE
chrUextra,10798902,11720206,+,His1:CG33840,2.097427306,3.31E-11,6.37E-10,TRUE,FALSE
chrUextra,10798902,11720206,+,His1:CG33843,2.097427306,3.31E-11,6.37E-10,TRUE,FALSE
chrUextra,10798902,11720206,+,His1:CG33846,2.097427306,3.31E-11,6.37E-10,TRUE,FALSE
chrUextra,10798902,11720206,+,His1:CG33849,2.097427306,3.31E-11,6.37E-10,TRUE,FALSE
chrUextra,10798902,11720206,+,His1:CG33852,2.097427306,3.31E-11,6.37E-10,TRUE,FALSE
chrUextra,10798902,11720206,+,His1:CG33864,2.097427306,3.31E-11,6.37E-10,TRUE,FALSE
chrUextra,10801475,10986145,-,His1:CG33816,1.563296251,2.94E-06,2.83E-05,TRUE,FALSE
chrUextra,10958520,11720206,+,His1:CG33801,2.564926771,1.00E-12,2.25E-11,TRUE,FALSE
chrUextra,10958520,11720206,+,His1:CG33807,2.564926771,1.00E-12,2.25E-11,TRUE,FALSE
chrUextra,10958520,11720206,+,His1:CG33834,2.564926771,1.00E-12,2.25E-11,TRUE,FALSE
chrUextra,11401504,11542233,-,His2A:CG33808,2.030940395,6.19E-11,1.14E-09,TRUE,FALSE
chrUextra,11401504,11542233,-,His2A:CG33814,2.030940395,6.19E-11,1.14E-09,TRUE,FALSE
chrUextra,11401504,11542233,-,His2A:CG33817,2.030940395,6.19E-11,1.14E-09,TRUE,FALSE
chrUextra,11401504,11542233,-,His2A:CG33820,2.030940395,6.19E-11,1.14E-09,TRUE,FALSE
chrUextra,11401504,11542233,-,His2A:CG33823,2.030940395,6.19E-11,1.14E-09,TRUE,FALSE
chrUextra,11401504,11542233,-,His2A:CG33826,2.030940395,6.19E-11,1.14E-09,TRUE,FALSE
chrUextra,11401504,11542233,-,His2A:CG33829,2.030940395,6.19E-11,1.14E-09,TRUE,FALSE
chrUextra,11401504,11542233,-,His2A:CG33832,2.030940395,6.19E-11,1.14E-09,TRUE,FALSE
chrUextra,11401504,11542233,-,His2A:CG33835,2.030940395,6.19E-11,1.14E-09,TRUE,FALSE
chrUextra,11401504,11542233,-,His2A:CG33838,2.030940395,6.19E-11,1.14E-09,TRUE,FALSE
chrUextra,11401504,11542233,-,His2A:CG33841,2.030940395,6.19E-11,1.14E-09,TRUE,FALSE
chrUextra,11401504,11542233,-,His2A:CG33844,2.030940395,6.19E-11,1.14E-09,TRUE,FALSE
chrUextra,11401504,11542233,-,His2A:CG33847,2.030940395,6.19E-11,1.14E-09,TRUE,FALSE
chrUextra,11401504,11542233,-,His2A:CG33850,2.030940395,6.19E-11,1.14E-09,TRUE,FALSE
chrUextra,11401504,11542233,-,His2A:CG33853,2.030940395,6.19E-11,1.14E-09,TRUE,FALSE
chrUextra,11401504,11542233,-,His2A:CG33856,2.030940395,6.19E-11,1.14E-09,TRUE,FALSE
chrUextra,11401504,11542233,-,His2A:CG33859,2.030940395,6.19E-11,1.14E-09,TRUE,FALSE
chrUextra,11401504,11542233,-,His2A:CG33862,2.030940395,6.19E-11,1.14E-09,TRUE,FALSE
chrUextra,11401504,11542233,-,His2A:CG33865,2.030940395,6.19E-11,1.14E-09,TRUE,FALSE
chrUextra,11401504,11542233,-,His2A:CG31618,2.030940395,6.19E-11,1.14E-09,TRUE,FALSE
chrUextra,11833462,12188617,+,His3:CG33803,1.921122897,0.000383956,0.00238667,TRUE,FALSE
chrUextra,11833462,12188617,+,His3:CG33806,1.921122897,0.000383956,0.00238667,TRUE,FALSE
chrUextra,11833462,12188617,+,His3:CG33809,1.921122897,0.000383956,0.00238667,TRUE,FALSE
chrUextra,11833462,12188617,+,His3:CG33812,1.921122897,0.000383956,0.00238667,TRUE,FALSE
chrUextra,11833462,12188617,+,His3:CG33815,1.921122897,0.000383956,0.00238667,TRUE,FALSE
chrUextra,11833462,12188617,+,His3:CG33818,1.921122897,0.000383956,0.00238667,TRUE,FALSE
chrUextra,11833462,12188617,+,His3:CG33821,1.921122897,0.000383956,0.00238667,TRUE,FALSE
chrUextra,11833462,12188617,+,His3:CG33824,1.921122897,0.000383956,0.00238667,TRUE,FALSE
chrUextra,11833462,12188617,+,His3:CG33827,1.921122897,0.000383956,0.00238667,TRUE,FALSE
chrUextra,11833462,12188617,+,His3:CG33830,1.921122897,0.000383956,0.00238667,TRUE,FALSE
chrUextra,11833462,12188617,+,His3:CG33833,1.921122897,0.000383956,0.00238667,TRUE,FALSE
chrUextra,11833462,12188617,+,His3:CG33836,1.921122897,0.000383956,0.00238667,TRUE,FALSE
chrUextra,11833462,12188617,+,His3:CG33839,1.921122897,0.000383956,0.00238667,TRUE,FALSE
chrUextra,11833462,12188617,+,His3:CG33842,1.921122897,0.000383956,0.00238667,TRUE,FALSE
chrUextra,11833462,12188617,+,His3:CG33845,1.921122897,0.000383956,0.00238667,TRUE,FALSE
chrUextra,11833462,12188617,+,His3:CG33848,1.921122897,0.000383956,0.00238667,TRUE,FALSE
chrUextra,11833462,12188617,+,His3:CG33851,1.921122897,0.000383956,0.00238667,TRUE,FALSE
chrUextra,11833462,12188617,+,His3:CG33854,1.921122897,0.000383956,0.00238667,TRUE,FALSE
chrUextra,11833462,12188617,+,His3:CG33857,1.921122897,0.000383956,0.00238667,TRUE,FALSE
chrUextra,11833462,12188617,+,His3:CG33860,1.921122897,0.000383956,0.00238667,TRUE,FALSE
chrUextra,11833462,12188617,+,His3:CG33863,1.921122897,0.000383956,0.00238667,TRUE,FALSE
chrUextra,11833462,12188617,+,His3:CG33866,1.921122897,0.000383956,0.00238667,TRUE,FALSE
chrUextra,11833462,12188617,+,His3:CG31613,1.921122897,0.000383956,0.00238667,TRUE,FALSE
chrUextra,12632815,13158508,-,His2B:CG33908,4.247647887,7.45E-23,3.59E-21,TRUE,FALSE
chrUextra,12813688,13158574,-,His2B:CG17949,4.247647887,7.45E-23,3.59E-21,TRUE,FALSE
chrUextra,12813724,13158538,-,His2B:CG33910,4.247647887,7.45E-23,3.59E-21,TRUE,FALSE
chrUextra,12813754,13158508,-,His2B:CG33906,4.247647887,7.45E-23,3.59E-21,TRUE,FALSE
chrUextra,12813754,13158508,-,His2B:CG33904,4.247647887,7.45E-23,3.59E-21,TRUE,FALSE
chrUextra,12813754,13158508,-,His2B:CG33902,4.247647887,7.45E-23,3.59E-21,TRUE,FALSE
chrUextra,12813754,13158508,-,His2B:CG33900,4.247647887,7.45E-23,3.59E-21,TRUE,FALSE
chrUextra,12813754,13158508,-,His2B:CG33898,4.247647887,7.45E-23,3.59E-21,TRUE,FALSE
chrUextra,12813754,13158508,-,His2B:CG33896,4.247647887,7.45E-23,3.59E-21,TRUE,FALSE
chrUextra,12813754,13158508,-,His2B:CG33894,4.247647887,7.45E-23,3.59E-21,TRUE,FALSE
chrUextra,12813754,13158508,-,His2B:CG33892,4.247647887,7.45E-23,3.59E-21,TRUE,FALSE
chrUextra,12813754,13158508,-,His2B:CG33890,4.247647887,7.45E-23,3.59E-21,TRUE,FALSE
chrUextra,14306266,14734208,-,His2A:CG33808,1.93273211,1.23E-09,1.87E-08,TRUE,FALSE
chrUextra,14306266,14734208,-,His2A:CG33814,1.93273211,1.23E-09,1.87E-08,TRUE,FALSE
chrUextra,14306266,14734208,-,His2A:CG33817,1.93273211,1.23E-09,1.87E-08,TRUE,FALSE
chrUextra,14306266,14734208,-,His2A:CG33820,1.93273211,1.23E-09,1.87E-08,TRUE,FALSE
chrUextra,14306266,14734208,-,His2A:CG33823,1.93273211,1.23E-09,1.87E-08,TRUE,FALSE
chrUextra,14306266,14734208,-,His2A:CG33826,1.93273211,1.23E-09,1.87E-08,TRUE,FALSE
chrUextra,14306266,14734208,-,His2A:CG33829,1.93273211,1.23E-09,1.87E-08,TRUE,FALSE
chrUextra,14306266,14734208,-,His2A:CG33832,1.93273211,1.23E-09,1.87E-08,TRUE,FALSE
chrUextra,14306266,14734208,-,His2A:CG33835,1.93273211,1.23E-09,1.87E-08,TRUE,FALSE
chrUextra,14306266,14734208,-,His2A:CG33838,1.93273211,1.23E-09,1.87E-08,TRUE,FALSE
chrUextra,14306266,14734208,-,His2A:CG33841,1.93273211,1.23E-09,1.87E-08,TRUE,FALSE
chrUextra,14306266,14734208,-,His2A:CG33844,1.93273211,1.23E-09,1.87E-08,TRUE,FALSE
chrUextra,14306266,14734208,-,His2A:CG33847,1.93273211,1.23E-09,1.87E-08,TRUE,FALSE
chrUextra,14306266,14734208,-,His2A:CG33850,1.93273211,1.23E-09,1.87E-08,TRUE,FALSE
chrUextra,14306266,14734208,-,His2A:CG33862,1.93273211,1.23E-09,1.87E-08,TRUE,FALSE
chrUextra,14306266,14734208,-,His2A:CG33865,1.93273211,1.23E-09,1.87E-08,TRUE,FALSE
chrUextra,14306266,14734208,-,His2A:CG31618,1.93273211,1.23E-09,1.87E-08,TRUE,FALSE
chrUextra,15602038,15739603,+,His2A:CG33808,1.83419069,2.27E-09,3.31E-08,TRUE,FALSE
chrUextra,15602038,15739603,+,His2A:CG33814,1.83419069,2.27E-09,3.31E-08,TRUE,FALSE
chrUextra,15602038,15739603,+,His2A:CG33817,1.83419069,2.27E-09,3.31E-08,TRUE,FALSE
chrUextra,15602038,15739603,+,His2A:CG33820,1.83419069,2.27E-09,3.31E-08,TRUE,FALSE
chrUextra,15602038,15739603,+,His2A:CG33823,1.83419069,2.27E-09,3.31E-08,TRUE,FALSE
chrUextra,15602038,15739603,+,His2A:CG33826,1.83419069,2.27E-09,3.31E-08,TRUE,FALSE
chrUextra,15602038,15739603,+,His2A:CG33829,1.83419069,2.27E-09,3.31E-08,TRUE,FALSE
chrUextra,15602038,15739603,+,His2A:CG33832,1.83419069,2.27E-09,3.31E-08,TRUE,FALSE
chrUextra,15602038,15739603,+,His2A:CG33835,1.83419069,2.27E-09,3.31E-08,TRUE,FALSE
chrUextra,15602038,15739603,+,His2A:CG33838,1.83419069,2.27E-09,3.31E-08,TRUE,FALSE
chrUextra,15602038,15739603,+,His2A:CG33841,1.83419069,2.27E-09,3.31E-08,TRUE,FALSE
chrUextra,15602038,15739603,+,His2A:CG33844,1.83419069,2.27E-09,3.31E-08,TRUE,FALSE
chrUextra,15602038,15739603,+,His2A:CG33847,1.83419069,2.27E-09,3.31E-08,TRUE,FALSE
chrUextra,15602038,15739603,+,His2A:CG33850,1.83419069,2.27E-09,3.31E-08,TRUE,FALSE
chrUextra,15602038,15739603,+,His2A:CG33862,1.83419069,2.27E-09,3.31E-08,TRUE,FALSE
chrUextra,15602038,15739603,+,His2A:CG33865,1.83419069,2.27E-09,3.31E-08,TRUE,FALSE
chrUextra,15602038,15739603,+,His2A:CG31618,1.83419069,2.27E-09,3.31E-08,TRUE,FALSE
chrUextra,15602160,15739192,+,snmRNA:430:CR33727,2.053488909,1.92E-10,3.26E-09,TRUE,FALSE
chrUextra,15602160,15739192,+,snmRNA:430:CR33728,2.053488909,1.92E-10,3.26E-09,TRUE,FALSE
chrUextra,15602160,15739192,+,snmRNA:430:CR33729,2.053488909,1.92E-10,3.26E-09,TRUE,FALSE
chrUextra,15602160,15739192,+,snmRNA:430:CR33730,2.053488909,1.92E-10,3.26E-09,TRUE,FALSE
chrUextra,15602160,15739192,+,snmRNA:430:CR33731,2.053488909,1.92E-10,3.26E-09,TRUE,FALSE
chrUextra,15602160,15739192,+,snmRNA:430:CR33732,2.053488909,1.92E-10,3.26E-09,TRUE,FALSE
chrUextra,15602160,15739192,+,snmRNA:430:CR33733,2.053488909,1.92E-10,3.26E-09,TRUE,FALSE
chrUextra,15602160,15739192,+,snmRNA:430:CR33734,2.053488909,1.92E-10,3.26E-09,TRUE,FALSE
chrUextra,15602160,15739192,+,snmRNA:430:CR33735,2.053488909,1.92E-10,3.26E-09,TRUE,FALSE
chrUextra,15602160,15739192,+,snmRNA:430:CR33736,2.053488909,1.92E-10,3.26E-09,TRUE,FALSE
chrUextra,15602160,15739192,+,snmRNA:430:CR33737,2.053488909,1.92E-10,3.26E-09,TRUE,FALSE
chrUextra,15602160,15739192,+,snmRNA:430:CR33738,2.053488909,1.92E-10,3.26E-09,TRUE,FALSE
chrUextra,15602160,15739192,+,snmRNA:430:CR33739,2.053488909,1.92E-10,3.26E-09,TRUE,FALSE
chrUextra,15602160,15739192,+,snmRNA:430:CR33740,2.053488909,1.92E-10,3.26E-09,TRUE,FALSE
chrUextra,15602160,15739192,+,snmRNA:430:CR33741,2.053488909,1.92E-10,3.26E-09,TRUE,FALSE
chrUextra,15602160,15739192,+,snmRNA:430:CR33742,2.053488909,1.92E-10,3.26E-09,TRUE,FALSE
chrUextra,15602160,15739192,+,snmRNA:430:CR33743,2.053488909,1.92E-10,3.26E-09,TRUE,FALSE
chrUextra,15602160,15739192,+,snmRNA:430:CR33744,2.053488909,1.92E-10,3.26E-09,TRUE,FALSE
chrUextra,15602160,15739192,+,snmRNA:430:CR33745,2.053488909,1.92E-10,3.26E-09,TRUE,FALSE
chrUextra,15602160,15739192,+,snmRNA:430:CR33746,2.053488909,1.92E-10,3.26E-09,TRUE,FALSE
chrUextra,17734312,17945375,+,His3:CG33803,3.376371895,3.29E-08,4.14E-07,TRUE,FALSE
chrUextra,17734312,17945375,+,His3:CG33806,3.376371895,3.29E-08,4.14E-07,TRUE,FALSE
chrUextra,17734312,17945375,+,His3:CG33809,3.376371895,3.29E-08,4.14E-07,TRUE,FALSE
chrUextra,17734312,17945375,+,His3:CG33812,3.376371895,3.29E-08,4.14E-07,TRUE,FALSE
chrUextra,17734312,17945375,+,His3:CG33815,3.376371895,3.29E-08,4.14E-07,TRUE,FALSE
chrUextra,17734312,17945375,+,His3:CG33818,3.376371895,3.29E-08,4.14E-07,TRUE,FALSE
chrUextra,17734312,17945375,+,His3:CG33821,3.376371895,3.29E-08,4.14E-07,TRUE,FALSE
chrUextra,17734312,17945375,+,His3:CG33824,3.376371895,3.29E-08,4.14E-07,TRUE,FALSE
chrUextra,17734312,17945375,+,His3:CG33827,3.376371895,3.29E-08,4.14E-07,TRUE,FALSE
chrUextra,17734312,17945375,+,His3:CG33830,3.376371895,3.29E-08,4.14E-07,TRUE,FALSE
chrUextra,17734312,17945375,+,His3:CG33833,3.376371895,3.29E-08,4.14E-07,TRUE,FALSE
chrUextra,17734312,17945375,+,His3:CG33836,3.376371895,3.29E-08,4.14E-07,TRUE,FALSE
chrUextra,17734312,17945375,+,His3:CG33839,3.376371895,3.29E-08,4.14E-07,TRUE,FALSE
chrUextra,17734312,17945375,+,His3:CG33842,3.376371895,3.29E-08,4.14E-07,TRUE,FALSE
chrUextra,17734312,17945375,+,His3:CG33845,3.376371895,3.29E-08,4.14E-07,TRUE,FALSE
chrUextra,17734312,17945375,+,His3:CG33848,3.376371895,3.29E-08,4.14E-07,TRUE,FALSE
chrUextra,17734312,17945375,+,His3:CG33851,3.376371895,3.29E-08,4.14E-07,TRUE,FALSE
chrUextra,17734312,17945375,+,His3:CG33854,3.376371895,3.29E-08,4.14E-07,TRUE,FALSE
chrUextra,17734312,17945375,+,His3:CG33857,3.376371895,3.29E-08,4.14E-07,TRUE,FALSE
chrUextra,17734312,17945375,+,His3:CG33860,3.376371895,3.29E-08,4.14E-07,TRUE,FALSE
chrUextra,17734312,17945375,+,His3:CG33863,3.376371895,3.29E-08,4.14E-07,TRUE,FALSE
chrUextra,17734312,17945375,+,His3:CG33866,3.376371895,3.29E-08,4.14E-07,TRUE,FALSE
chrUextra,17734312,17945375,+,His3:CG31613,3.376371895,3.29E-08,4.14E-07,TRUE,FALSE
chrX,160277,160859,-,CG13376,3.375929164,1.02E-08,1.41E-07,TRUE,FALSE
chrX,250541,255278,+,y,3.374151309,7.21E-20,2.74E-18,TRUE,FALSE
chrX,256622,261027,+,yar,5.219232751,0.009538267,0.039278281,TRUE,FALSE
chrX,330171,331475,-,pcl,3.4494262,2.70E-17,9.05E-16,TRUE,FALSE
chrX,373478,374199,+,CG32817,1.235306475,0.007100063,0.030469252,TRUE,FALSE
chrX,375894,376691,+,CG3176,1.501985854,0.001002781,0.005586111,TRUE,FALSE
chrX,476731,491854,+,vnd,2.92815261,8.27E-10,1.31E-08,TRUE,FALSE
chrX,695700,697503,-,CG13359,2.225826559,0.002165337,0.011005486,TRUE,FALSE
chrX,697738,698954,-,CG13358,2.031839748,8.95E-06,7.92E-05,TRUE,FALSE
chrX,836499,839805,-,CG3703,1.461037502,9.71E-07,9.98E-06,TRUE,FALSE
chrX,914906,920733,-,CG32814,1.4603245,0.009855031,0.04026385,TRUE,FALSE
chrX,940256,941040,+,CG42259,2.137404185,7.26E-14,1.77E-12,TRUE,FALSE
chrX,1078814,1082620,+,CG14626,5.454270306,0.006031936,0.026565884,TRUE,FALSE
chrX,1104129,1105746,+,CG11382,2.899638008,0.001455073,0.007808721,TRUE,FALSE
chrX,1216557,1223487,+,fs(1)N,2.32834756,2.55E-15,7.06E-14,TRUE,FALSE
chrX,1240583,1242176,+,Tsp2A,1.713071826,3.52E-08,4.41E-07,TRUE,FALSE
chrX,1263310,1264209,+,CG14770,2.137804459,0.004303372,0.019869825,TRUE,FALSE
chrX,1354839,1355700,-,CG14787,3.664458693,5.62E-18,1.96E-16,TRUE,FALSE
chrX,1366557,1367760,+,CG14780,5.454270306,0.00383076,0.018063273,TRUE,FALSE
chrX,1367916,1370963,-,Rab27,2.648652821,6.22E-05,0.000463082,TRUE,FALSE
chrX,1959305,1960392,-,CG14054,1.442205796,0.001133263,0.006237081,TRUE,FALSE
chrX,1960467,1967511,-,CG4199,1.497802553,9.31E-08,1.11E-06,TRUE,FALSE
chrX,2081854,2082748,+,CG3457,1.326489674,7.50E-05,0.000550905,TRUE,FALSE
chrX,2108318,2116492,-,Vinc,1.066634655,0.000127436,0.000892997,TRUE,FALSE
chrX,2117883,2118698,+,CG14052,6.381804782,3.36E-05,0.000264419,TRUE,FALSE
chrX,2170005,2171743,+,Vml,2.531454626,1.20E-05,0.000104131,TRUE,FALSE
chrX,2218858,2219723,-,CG14050,1.566199516,1.41E-06,1.41E-05,TRUE,FALSE
chrX,2221160,2222974,+,CG2854,1.328719472,3.51E-05,0.000274559,TRUE,FALSE
chrX,2224191,2224859,+,CG33218,2.116732898,7.82E-07,8.14E-06,TRUE,FALSE
chrX,2365016,2438795,-,trol,1.264766184,9.14E-06,8.08E-05,TRUE,FALSE
chrX,2482533,2492638,+,egh,1.360744981,1.25E-06,1.26E-05,TRUE,FALSE
chrX,2614500,2618192,+,fs(1)Yb,1.722965079,3.32E-05,0.000261812,TRUE,FALSE
chrX,2633119,2638099,-,Syx4,1.365564079,1.38E-06,1.38E-05,TRUE,FALSE
chrX,2684631,2690499,-,w,4.484827158,9.33E-39,1.15E-36,TRUE,FALSE
chrX,2779216,2779944,-,CG14419,6.937963586,1.42E-43,2.18E-41,TRUE,FALSE
chrX,2813802,2818416,+,CG3588,6.909092813,1.45E-65,5.35E-63,TRUE,FALSE
chrX,2835514,2836303,+,CG14421,3.593920766,0.000958452,0.005381234,TRUE,FALSE
chrX,2839435,2840622,+,CG14423,3.593920766,0.000958452,0.005381234,TRUE,FALSE
chrX,3562076,3562737,+,Ilp7,3.050510344,0.009943457,0.040504413,TRUE,FALSE
chrX,3752928,3756720,-,roX1,2.544301164,3.84E-15,1.05E-13,TRUE,FALSE
chrX,3756995,3762359,-,yin,2.127038509,1.17E-13,2.79E-12,TRUE,FALSE
chrX,3778204,3784520,+,CG15239,8.083424202,2.14E-13,5.03E-12,TRUE,FALSE
chrX,3859460,3862597,-,CG6428,1.097662107,7.94E-05,0.000578628,TRUE,FALSE
chrX,3971907,3973247,+,CG32790,2.520008804,0.001347107,0.007304701,TRUE,FALSE
chrX,3974169,3980830,+,CG32778,3.006961466,2.26E-08,2.97E-07,TRUE,FALSE
chrX,3982069,3984759,+,CG15376,2.771244417,1.30E-06,1.31E-05,TRUE,FALSE
chrX,4000147,4005014,+,cib,1.818056832,3.16E-10,5.19E-09,TRUE,FALSE
chrX,4530362,4533145,+,pon,1.479971097,7.83E-07,8.14E-06,TRUE,FALSE
chrX,4599341,4601537,+,CG7024,2.620203928,1.30E-06,1.31E-05,TRUE,FALSE
chrX,4820694,4832077,-,CG4068,1.706524092,2.45E-09,3.56E-08,TRUE,FALSE
chrX,5197020,5199751,-,CG3323,1.00841757,0.005119027,0.023133032,TRUE,FALSE
chrX,5204613,5205921,-,TrxT,2.748981343,1.06E-05,9.28E-05,TRUE,FALSE
chrX,5223943,5226468,+,XRCC1,1.310014622,2.63E-06,2.55E-05,TRUE,FALSE
chrX,5299264,5304878,-,NAAT1,1.750223242,2.55E-10,4.24E-09,TRUE,FALSE
chrX,5324712,5326494,+,CG15784,2.734352766,1.67E-19,6.20E-18,TRUE,FALSE
chrX,5653940,5658231,-,MAPk-Ak2,1.04453885,0.000219488,0.001465846,TRUE,FALSE
chrX,5794896,5798823,+,Act5C,1.764497799,4.29E-10,6.95E-09,TRUE,FALSE
chrX,5842222,5844241,+,CG6041,1.835716701,1.62E-07,1.87E-06,TRUE,FALSE
chrX,5852243,5858190,-,fs(1)M3,2.876530269,1.30E-21,5.74E-20,TRUE,FALSE
chrX,5882844,5886677,+,CG5966,1.913188966,8.54E-11,1.55E-09,TRUE,FALSE
chrX,5972743,5975400,-,CG4660,3.734341691,5.77E-20,2.21E-18,TRUE,FALSE
chrX,6094219,6096592,-,vanin-like,2.091600028,1.79E-06,1.76E-05,TRUE,FALSE
chrX,6111512,6113327,-,Btd,2.007826755,0.000212036,0.001421745,TRUE,FALSE
chrX,6117093,6119196,-,sqh,1.376668608,1.39E-06,1.39E-05,TRUE,FALSE
chrX,6151700,6161260,-,schlank,1.325858544,2.06E-06,2.02E-05,TRUE,FALSE
chrX,6198022,6200778,+,CG3823,4.221151219,1.85E-32,1.56E-30,TRUE,FALSE
chrX,6491077,6493733,+,Apc7,1.182984322,5.12E-05,0.000385755,TRUE,FALSE
chrX,6697719,6707554,+,pod1,1.062601682,0.000126655,0.000887938,TRUE,FALSE
chrX,6863973,6866302,+,CG4586,2.702523074,6.12E-16,1.83E-14,TRUE,FALSE
chrX,6998932,7000378,+,CG8300,1.058853298,0.000180638,0.00122759,TRUE,FALSE
chrX,7223192,7225288,+,CG18155,1.283618201,9.95E-05,0.000712754,TRUE,FALSE
chrX,7272172,7272986,+,CheA7a,5.656327027,0.002442981,0.012151902,TRUE,FALSE
chrX,7312627,7315672,+,CG9657,4.908267961,1.04E-27,6.86E-26,TRUE,FALSE
chrX,7402923,7406876,-,CG32719,2.754702643,0.000271215,0.001775139,TRUE,FALSE
chrX,7761229,7767255,-,Dec-01,4.316273502,3.73E-13,8.59E-12,TRUE,FALSE
chrX,7795094,7795236,-,snoRNA:Or-aca2,3.987724645,6.79E-05,0.000503551,TRUE,FALSE
chrX,7812549,7814164,-,hdm,3.641079588,6.32E-06,5.73E-05,TRUE,FALSE
chrX,7889729,7920567,+,Tbh,1.869785152,5.69E-06,5.20E-05,TRUE,FALSE
chrX,7929764,7931533,-,CG2233,1.377763328,1.01E-06,1.04E-05,TRUE,FALSE
chrX,8164062,8165437,-,Corp,1.807686823,1.72E-08,2.30E-07,TRUE,FALSE
chrX,8350961,8351665,-,CG32713,2.255469674,0.001492162,0.007985026,TRUE,FALSE
chrX,8352526,8354927,-,CG15347,2.696610835,2.22E-19,8.15E-18,TRUE,FALSE
chrX,8359722,8377918,-,CG33223,1.750221482,4.85E-05,0.000369618,TRUE,FALSE
chrX,8371149,8372353,+,Cp7Fc,5.656327027,0.001564331,0.0083269,TRUE,FALSE
chrX,8383381,8410015,+,CG33181,1.868978247,2.33E-11,4.59E-10,TRUE,FALSE
chrX,8419419,8423731,-,PIP82,1.391963351,1.70E-05,0.000143745,TRUE,FALSE
chrX,8452909,8454225,-,CG12112,1.976013949,3.97E-11,7.60E-10,TRUE,FALSE
chrX,8464284,8464968,-,CG12111,8.883472849,7.27E-20,2.75E-18,TRUE,FALSE
chrX,8465131,8467614,-,spirit,4.48618334,3.97E-42,5.65E-40,TRUE,FALSE
chrX,8468336,8482561,+,CG12065,1.022545104,0.000231023,0.001536759,TRUE,FALSE
chrX,8963632,8965441,-,CG10970,1.825134827,1.86E-09,2.79E-08,TRUE,FALSE
chrX,8965480,8972528,-,CG7267,1.796311257,5.14E-10,8.30E-09,TRUE,FALSE
chrX,9110925,9111401,+,CG15369,1.667488812,6.15E-05,0.000458359,TRUE,FALSE
chrX,9111687,9117290,-,t,1.832246578,1.55E-10,2.72E-09,TRUE,FALSE
chrX,9119488,9120601,+,CG15370,3.308769261,0.003067321,0.014897003,TRUE,FALSE
chrX,9169682,9177132,-,c11.1,1.191199414,3.10E-05,0.000245835,TRUE,FALSE
chrX,9223048,9224354,-,CG34450,1.745421893,0.000230094,0.001531926,TRUE,FALSE
